# Total GTC + MEGARA transmission, MOS/LCB, LR VPH799 
# Lambda (AA)    Transmission 
      3653.80      0.00000
      3653.90      0.00000
      3654.00      0.00000
      3654.10      0.00000
      3654.20      0.00000
      3654.30      0.00000
      3654.40      0.00000
      3654.50      0.00000
      3654.60      0.00000
      3654.70      0.00000
      3654.80      0.00000
      3654.90      0.00000
      3655.00      0.00000
      3655.10      0.00000
      3655.20      0.00000
      3655.30      0.00000
      3655.40      0.00000
      3655.50      0.00000
      3655.60      0.00000
      3655.70      0.00000
      3655.80      0.00000
      3655.90      0.00000
      3656.00      0.00000
      3656.10      0.00000
      3656.20      0.00000
      3656.30      0.00000
      3656.40      0.00000
      3656.50      0.00000
      3656.60      0.00000
      3656.70      0.00000
      3656.80      0.00000
      3656.90      0.00000
      3657.00      0.00000
      3657.10      0.00000
      3657.20      0.00000
      3657.30      0.00000
      3657.40      0.00000
      3657.50      0.00000
      3657.60      0.00000
      3657.70      0.00000
      3657.80      0.00000
      3657.90      0.00000
      3658.00      0.00000
      3658.10      0.00000
      3658.20      0.00000
      3658.30      0.00000
      3658.40      0.00000
      3658.50      0.00000
      3658.60      0.00000
      3658.70      0.00000
      3658.80      0.00000
      3658.90      0.00000
      3659.00      0.00000
      3659.10      0.00000
      3659.20      0.00000
      3659.30      0.00000
      3659.40      0.00000
      3659.50      0.00000
      3659.60      0.00000
      3659.70      0.00000
      3659.80      0.00000
      3659.90      0.00000
      3660.00      0.00000
      3660.10      0.00000
      3660.20      0.00000
      3660.30      0.00000
      3660.40      0.00000
      3660.50      0.00000
      3660.60      0.00000
      3660.70      0.00000
      3660.80      0.00000
      3660.90      0.00000
      3661.00      0.00000
      3661.10      0.00000
      3661.20      0.00000
      3661.30      0.00000
      3661.40      0.00000
      3661.50      0.00000
      3661.60      0.00000
      3661.70      0.00000
      3661.80      0.00000
      3661.90      0.00000
      3662.00      0.00000
      3662.10      0.00000
      3662.20      0.00000
      3662.30      0.00000
      3662.40      0.00000
      3662.50      0.00000
      3662.60      0.00000
      3662.70      0.00000
      3662.80      0.00000
      3662.90      0.00000
      3663.00      0.00000
      3663.10      0.00000
      3663.20      0.00000
      3663.30      0.00000
      3663.40      0.00000
      3663.50      0.00000
      3663.60      0.00000
      3663.70      0.00000
      3663.80      0.00000
      3663.90      0.00000
      3664.00      0.00000
      3664.10      0.00000
      3664.20      0.00000
      3664.30      0.00000
      3664.40      0.00000
      3664.50      0.00000
      3664.60      0.00000
      3664.70      0.00000
      3664.80      0.00000
      3664.90      0.00000
      3665.00      0.00000
      3665.10      0.00000
      3665.20      0.00000
      3665.30      0.00000
      3665.40      0.00000
      3665.50      0.00000
      3665.60      0.00000
      3665.70      0.00000
      3665.80      0.00000
      3665.90      0.00000
      3666.00      0.00000
      3666.10      0.00000
      3666.20      0.00000
      3666.30      0.00000
      3666.40      0.00000
      3666.50      0.00000
      3666.60      0.00000
      3666.70      0.00000
      3666.80      0.00000
      3666.90      0.00000
      3667.00      0.00000
      3667.10      0.00000
      3667.20      0.00000
      3667.30      0.00000
      3667.40      0.00000
      3667.50      0.00000
      3667.60      0.00000
      3667.70      0.00000
      3667.80      0.00000
      3667.90      0.00000
      3668.00      0.00000
      3668.10      0.00000
      3668.20      0.00000
      3668.30      0.00000
      3668.40      0.00000
      3668.50      0.00000
      3668.60      0.00000
      3668.70      0.00000
      3668.80      0.00000
      3668.90      0.00000
      3669.00      0.00000
      3669.10      0.00000
      3669.20      0.00000
      3669.30      0.00000
      3669.40      0.00000
      3669.50      0.00000
      3669.60      0.00000
      3669.70      0.00000
      3669.80      0.00000
      3669.90      0.00000
      3670.00      0.00000
      3670.10      0.00000
      3670.20      0.00000
      3670.30      0.00000
      3670.40      0.00000
      3670.50      0.00000
      3670.60      0.00000
      3670.70      0.00000
      3670.80      0.00000
      3670.90      0.00000
      3671.00      0.00000
      3671.10      0.00000
      3671.20      0.00000
      3671.30      0.00000
      3671.40      0.00000
      3671.50      0.00000
      3671.60      0.00000
      3671.70      0.00000
      3671.80      0.00000
      3671.90      0.00000
      3672.00      0.00000
      3672.10      0.00000
      3672.20      0.00000
      3672.30      0.00000
      3672.40      0.00000
      3672.50      0.00000
      3672.60      0.00000
      3672.70      0.00000
      3672.80      0.00000
      3672.90      0.00000
      3673.00      0.00000
      3673.10      0.00000
      3673.20      0.00000
      3673.30      0.00000
      3673.40      0.00000
      3673.50      0.00000
      3673.60      0.00000
      3673.70      0.00000
      3673.80      0.00000
      3673.90      0.00000
      3674.00      0.00000
      3674.10      0.00000
      3674.20      0.00000
      3674.30      0.00000
      3674.40      0.00000
      3674.50      0.00000
      3674.60      0.00000
      3674.70      0.00000
      3674.80      0.00000
      3674.90      0.00000
      3675.00      0.00000
      3675.10      0.00000
      3675.20      0.00000
      3675.30      0.00000
      3675.40      0.00000
      3675.50      0.00000
      3675.60      0.00000
      3675.70      0.00000
      3675.80      0.00000
      3675.90      0.00000
      3676.00      0.00000
      3676.10      0.00000
      3676.20      0.00000
      3676.30      0.00000
      3676.40      0.00000
      3676.50      0.00000
      3676.60      0.00000
      3676.70      0.00000
      3676.80      0.00000
      3676.90      0.00000
      3677.00      0.00000
      3677.10      0.00000
      3677.20      0.00000
      3677.30      0.00000
      3677.40      0.00000
      3677.50      0.00000
      3677.60      0.00000
      3677.70      0.00000
      3677.80      0.00000
      3677.90      0.00000
      3678.00      0.00000
      3678.10      0.00000
      3678.20      0.00000
      3678.30      0.00000
      3678.40      0.00000
      3678.50      0.00000
      3678.60      0.00000
      3678.70      0.00000
      3678.80      0.00000
      3678.90      0.00000
      3679.00      0.00000
      3679.10      0.00000
      3679.20      0.00000
      3679.30      0.00000
      3679.40      0.00000
      3679.50      0.00000
      3679.60      0.00000
      3679.70      0.00000
      3679.80      0.00000
      3679.90      0.00000
      3680.00      0.00000
      3680.10      0.00000
      3680.20      0.00000
      3680.30      0.00000
      3680.40      0.00000
      3680.50      0.00000
      3680.60      0.00000
      3680.70      0.00000
      3680.80      0.00000
      3680.90      0.00000
      3681.00      0.00000
      3681.10      0.00000
      3681.20      0.00000
      3681.30      0.00000
      3681.40      0.00000
      3681.50      0.00000
      3681.60      0.00000
      3681.70      0.00000
      3681.80      0.00000
      3681.90      0.00000
      3682.00      0.00000
      3682.10      0.00000
      3682.20      0.00000
      3682.30      0.00000
      3682.40      0.00000
      3682.50      0.00000
      3682.60      0.00000
      3682.70      0.00000
      3682.80      0.00000
      3682.90      0.00000
      3683.00      0.00000
      3683.10      0.00000
      3683.20      0.00000
      3683.30      0.00000
      3683.40      0.00000
      3683.50      0.00000
      3683.60      0.00000
      3683.70      0.00000
      3683.80      0.00000
      3683.90      0.00000
      3684.00      0.00000
      3684.10      0.00000
      3684.20      0.00000
      3684.30      0.00000
      3684.40      0.00000
      3684.50      0.00000
      3684.60      0.00000
      3684.70      0.00000
      3684.80      0.00000
      3684.90      0.00000
      3685.00      0.00000
      3685.10      0.00000
      3685.20      0.00000
      3685.30      0.00000
      3685.40      0.00000
      3685.50      0.00000
      3685.60      0.00000
      3685.70      0.00000
      3685.80      0.00000
      3685.90      0.00000
      3686.00      0.00000
      3686.10      0.00000
      3686.20      0.00000
      3686.30      0.00000
      3686.40      0.00000
      3686.50      0.00000
      3686.60      0.00000
      3686.70      0.00000
      3686.80      0.00000
      3686.90      0.00000
      3687.00      0.00000
      3687.10      0.00000
      3687.20      0.00000
      3687.30      0.00000
      3687.40      0.00000
      3687.50      0.00000
      3687.60      0.00000
      3687.70      0.00000
      3687.80      0.00000
      3687.90      0.00000
      3688.00      0.00000
      3688.10      0.00000
      3688.20      0.00000
      3688.30      0.00000
      3688.40      0.00000
      3688.50      0.00000
      3688.60      0.00000
      3688.70      0.00000
      3688.80      0.00000
      3688.90      0.00000
      3689.00      0.00000
      3689.10      0.00000
      3689.20      0.00000
      3689.30      0.00000
      3689.40      0.00000
      3689.50      0.00000
      3689.60      0.00000
      3689.70      0.00000
      3689.80      0.00000
      3689.90      0.00000
      3690.00      0.00000
      3690.10      0.00000
      3690.20      0.00000
      3690.30      0.00000
      3690.40      0.00000
      3690.50      0.00000
      3690.60      0.00000
      3690.70      0.00000
      3690.80      0.00000
      3690.90      0.00000
      3691.00      0.00000
      3691.10      0.00000
      3691.20      0.00000
      3691.30      0.00000
      3691.40      0.00000
      3691.50      0.00000
      3691.60      0.00000
      3691.70      0.00000
      3691.80      0.00000
      3691.90      0.00000
      3692.00      0.00000
      3692.10      0.00000
      3692.20      0.00000
      3692.30      0.00000
      3692.40      0.00000
      3692.50      0.00000
      3692.60      0.00000
      3692.70      0.00000
      3692.80      0.00000
      3692.90      0.00000
      3693.00      0.00000
      3693.10      0.00000
      3693.20      0.00000
      3693.30      0.00000
      3693.40      0.00000
      3693.50      0.00000
      3693.60      0.00000
      3693.70      0.00000
      3693.80      0.00000
      3693.90      0.00000
      3694.00      0.00000
      3694.10      0.00000
      3694.20      0.00000
      3694.30      0.00000
      3694.40      0.00000
      3694.50      0.00000
      3694.60      0.00000
      3694.70      0.00000
      3694.80      0.00000
      3694.90      0.00000
      3695.00      0.00000
      3695.10      0.00000
      3695.20      0.00000
      3695.30      0.00000
      3695.40      0.00000
      3695.50      0.00000
      3695.60      0.00000
      3695.70      0.00000
      3695.80      0.00000
      3695.90      0.00000
      3696.00      0.00000
      3696.10      0.00000
      3696.20      0.00000
      3696.30      0.00000
      3696.40      0.00000
      3696.50      0.00000
      3696.60      0.00000
      3696.70      0.00000
      3696.80      0.00000
      3696.90      0.00000
      3697.00      0.00000
      3697.10      0.00000
      3697.20      0.00000
      3697.30      0.00000
      3697.40      0.00000
      3697.50      0.00000
      3697.60      0.00000
      3697.70      0.00000
      3697.80      0.00000
      3697.90      0.00000
      3698.00      0.00000
      3698.10      0.00000
      3698.20      0.00000
      3698.30      0.00000
      3698.40      0.00000
      3698.50      0.00000
      3698.60      0.00000
      3698.70      0.00000
      3698.80      0.00000
      3698.90      0.00000
      3699.00      0.00000
      3699.10      0.00000
      3699.20      0.00000
      3699.30      0.00000
      3699.40      0.00000
      3699.50      0.00000
      3699.60      0.00000
      3699.70      0.00000
      3699.80      0.00000
      3699.90      0.00000
      3700.00      0.00000
      3700.10      0.00000
      3700.20      0.00000
      3700.30      0.00000
      3700.40      0.00000
      3700.50      0.00000
      3700.60      0.00000
      3700.70      0.00000
      3700.80      0.00000
      3700.90      0.00000
      3701.00      0.00000
      3701.10      0.00000
      3701.20      0.00000
      3701.30      0.00000
      3701.40      0.00000
      3701.50      0.00000
      3701.60      0.00000
      3701.70      0.00000
      3701.80      0.00000
      3701.90      0.00000
      3702.00      0.00000
      3702.10      0.00000
      3702.20      0.00000
      3702.30      0.00000
      3702.40      0.00000
      3702.50      0.00000
      3702.60      0.00000
      3702.70      0.00000
      3702.80      0.00000
      3702.90      0.00000
      3703.00      0.00000
      3703.10      0.00000
      3703.20      0.00000
      3703.30      0.00000
      3703.40      0.00000
      3703.50      0.00000
      3703.60      0.00000
      3703.70      0.00000
      3703.80      0.00000
      3703.90      0.00000
      3704.00      0.00000
      3704.10      0.00000
      3704.20      0.00000
      3704.30      0.00000
      3704.40      0.00000
      3704.50      0.00000
      3704.60      0.00000
      3704.70      0.00000
      3704.80      0.00000
      3704.90      0.00000
      3705.00      0.00000
      3705.10      0.00000
      3705.20      0.00000
      3705.30      0.00000
      3705.40      0.00000
      3705.50      0.00000
      3705.60      0.00000
      3705.70      0.00000
      3705.80      0.00000
      3705.90      0.00000
      3706.00      0.00000
      3706.10      0.00000
      3706.20      0.00000
      3706.30      0.00000
      3706.40      0.00000
      3706.50      0.00000
      3706.60      0.00000
      3706.70      0.00000
      3706.80      0.00000
      3706.90      0.00000
      3707.00      0.00000
      3707.10      0.00000
      3707.20      0.00000
      3707.30      0.00000
      3707.40      0.00000
      3707.50      0.00000
      3707.60      0.00000
      3707.70      0.00000
      3707.80      0.00000
      3707.90      0.00000
      3708.00      0.00000
      3708.10      0.00000
      3708.20      0.00000
      3708.30      0.00000
      3708.40      0.00000
      3708.50      0.00000
      3708.60      0.00000
      3708.70      0.00000
      3708.80      0.00000
      3708.90      0.00000
      3709.00      0.00000
      3709.10      0.00000
      3709.20      0.00000
      3709.30      0.00000
      3709.40      0.00000
      3709.50      0.00000
      3709.60      0.00000
      3709.70      0.00000
      3709.80      0.00000
      3709.90      0.00000
      3710.00      0.00000
      3710.10      0.00000
      3710.20      0.00000
      3710.30      0.00000
      3710.40      0.00000
      3710.50      0.00000
      3710.60      0.00000
      3710.70      0.00000
      3710.80      0.00000
      3710.90      0.00000
      3711.00      0.00000
      3711.10      0.00000
      3711.20      0.00000
      3711.30      0.00000
      3711.40      0.00000
      3711.50      0.00000
      3711.60      0.00000
      3711.70      0.00000
      3711.80      0.00000
      3711.90      0.00000
      3712.00      0.00000
      3712.10      0.00000
      3712.20      0.00000
      3712.30      0.00000
      3712.40      0.00000
      3712.50      0.00000
      3712.60      0.00000
      3712.70      0.00000
      3712.80      0.00000
      3712.90      0.00000
      3713.00      0.00000
      3713.10      0.00000
      3713.20      0.00000
      3713.30      0.00000
      3713.40      0.00000
      3713.50      0.00000
      3713.60      0.00000
      3713.70      0.00000
      3713.80      0.00000
      3713.90      0.00000
      3714.00      0.00000
      3714.10      0.00000
      3714.20      0.00000
      3714.30      0.00000
      3714.40      0.00000
      3714.50      0.00000
      3714.60      0.00000
      3714.70      0.00000
      3714.80      0.00000
      3714.90      0.00000
      3715.00      0.00000
      3715.10      0.00000
      3715.20      0.00000
      3715.30      0.00000
      3715.40      0.00000
      3715.50      0.00000
      3715.60      0.00000
      3715.70      0.00000
      3715.80      0.00000
      3715.90      0.00000
      3716.00      0.00000
      3716.10      0.00000
      3716.20      0.00000
      3716.30      0.00000
      3716.40      0.00000
      3716.50      0.00000
      3716.60      0.00000
      3716.70      0.00000
      3716.80      0.00000
      3716.90      0.00000
      3717.00      0.00000
      3717.10      0.00000
      3717.20      0.00000
      3717.30      0.00000
      3717.40      0.00000
      3717.50      0.00000
      3717.60      0.00000
      3717.70      0.00000
      3717.80      0.00000
      3717.90      0.00000
      3718.00      0.00000
      3718.10      0.00000
      3718.20      0.00000
      3718.30      0.00000
      3718.40      0.00000
      3718.50      0.00000
      3718.60      0.00000
      3718.70      0.00000
      3718.80      0.00000
      3718.90      0.00000
      3719.00      0.00000
      3719.10      0.00000
      3719.20      0.00000
      3719.30      0.00000
      3719.40      0.00000
      3719.50      0.00000
      3719.60      0.00000
      3719.70      0.00000
      3719.80      0.00000
      3719.90      0.00000
      3720.00      0.00000
      3720.10      0.00000
      3720.20      0.00000
      3720.30      0.00000
      3720.40      0.00000
      3720.50      0.00000
      3720.60      0.00000
      3720.70      0.00000
      3720.80      0.00000
      3720.90      0.00000
      3721.00      0.00000
      3721.10      0.00000
      3721.20      0.00000
      3721.30      0.00000
      3721.40      0.00000
      3721.50      0.00000
      3721.60      0.00000
      3721.70      0.00000
      3721.80      0.00000
      3721.90      0.00000
      3722.00      0.00000
      3722.10      0.00000
      3722.20      0.00000
      3722.30      0.00000
      3722.40      0.00000
      3722.50      0.00000
      3722.60      0.00000
      3722.70      0.00000
      3722.80      0.00000
      3722.90      0.00000
      3723.00      0.00000
      3723.10      0.00000
      3723.20      0.00000
      3723.30      0.00000
      3723.40      0.00000
      3723.50      0.00000
      3723.60      0.00000
      3723.70      0.00000
      3723.80      0.00000
      3723.90      0.00000
      3724.00      0.00000
      3724.10      0.00000
      3724.20      0.00000
      3724.30      0.00000
      3724.40      0.00000
      3724.50      0.00000
      3724.60      0.00000
      3724.70      0.00000
      3724.80      0.00000
      3724.90      0.00000
      3725.00      0.00000
      3725.10      0.00000
      3725.20      0.00000
      3725.30      0.00000
      3725.40      0.00000
      3725.50      0.00000
      3725.60      0.00000
      3725.70      0.00000
      3725.80      0.00000
      3725.90      0.00000
      3726.00      0.00000
      3726.10      0.00000
      3726.20      0.00000
      3726.30      0.00000
